"";"En1";"n1";"1-alpha";"Percent";"VR"
"Normal";66,7100000000001;152;0,01;0,0227851896267426;2,27851896267426
"t-stud";66,7100000000001;120;0,01;0,01798830760006;1,79883076000599
"skew-t";66,7100000000001;81;0,01;0,0121421076300405;1,21421076300405
"sged";66,7100000000001;87;0,01;0,0130415230100435;1,30415230100435
