"";"En1";"n1";"1-alpha";"Percent";"VR"
"Normal";66,7400000000001;102;0,01;0,0152831884926581;1,52831884926581
"t-stud";66,7400000000001;76;0,01;0,0113874737788433;1,13874737788433
"skew-t";66,7400000000001;77;0,01;0,0115373089601438;1,15373089601438
"sged";66,7400000000001;74;0,01;0,0110878034162421;1,10878034162421
