"";"En1";"n1";"1-alpha";"Percent";"VR"
"Normal";78,5750000000001;99;0,025;0,0314985682468979;1,25994272987591
"t-stud";78,5750000000001;97;0,025;0,0308622335348393;1,23448934139357
"skew-t";78,5750000000001;88;0,025;0,0279987273305759;1,11994909322303
"sged";78,5750000000001;77;0,025;0,0244988864142539;0,979955456570155
