"";"En1";"n1";"1-alpha";"Percent";"VR"
"Normal";157,15;162;0,05;0,051543111676742;1,03086223353484
"t-stud";157,15;176;0,05;0,0559974546611518;1,11994909322303
"skew-t";157,15;164;0,05;0,0521794463888005;1,04358892777601
"sged";157,15;146;0,05;0,0464524339802736;0,929048679605472
