"";"En1";"n1";"1-alpha";"Percent";"VR"
"HS";333,55;402;0,05;0,0602608304602009;1,20521660920402
"Normal";333,55;409;0,05;0,0613101484035377;1,22620296807075
"t-stud";333,55;519;0,05;0,0777994303702593;1,55598860740519
"skew-t";333,55;417;0,05;0,0625093689102084;1,25018737820417
