"";"En1";"n1";"1-alpha";"Percent";"VR"
"Normal";66,7100000000001;151;0,01;0,0226352870634088;2,26352870634088
"t-stud";66,7100000000001;135;0,01;0,0202368460500675;2,02368460500674
"skew-t";66,7100000000001;100;0,01;0,0149902563333833;1,49902563333833
"sged";66,7100000000001;92;0,01;0,0137910358267126;1,37910358267126
