"";"En1";"n1";"1-alpha";"Percent";"VR"
"Normal";166,775;269;0,025;0,0403237895368011;1,61295158147204
"t-stud";166,775;292;0,025;0,0437715484934792;1,75086193973917
"skew-t";166,775;245;0,025;0,0367261280167891;1,46904512067156
"sged";166,775;224;0,025;0,0335781741867786;1,34312696747114
