"";"En1";"n1";"1-alpha";"Percent";"VR"
"HS";88,9500000000001;105;0,025;0,0295109612141653;1,18043844856661
"Normal";88,9500000000001;110;0,025;0,0309162450815065;1,23664980326026
"t-stud";88,9500000000001;110;0,025;0,0309162450815065;1,23664980326026
"skew-t";88,9500000000001;101;0,025;0,0283867341202923;1,13546936481169
