"";"En1";"n1";"1-alpha";"Percent";"VR"
"HS";87,6750000000001;92;0,025;0,026233247790134;1,04932991160536
"Normal";87,6750000000001;134;0,025;0,0382092956943256;1,52837182777302
"t-stud";87,6750000000001;132;0,025;0,0376390076988879;1,50556030795552
"skew-t";87,6750000000001;104;0,025;0,0296549757627602;1,18619903051041
