"";"En1";"n1";"1-alpha";"Percent";"VR"
"HS";175,35;208;0,05;0,0593099515255204;1,18619903051041
"Normal";175,35;209;0,05;0,0595950955232392;1,19190191046478
"t-stud";175,35;249;0,05;0,0710008554319932;1,42001710863986
"skew-t";175,35;222;0,05;0,0633019674935843;1,26603934987168
